"","gene_symbols","IST-MES1","MPP-89","MSTO-211H","NCI-H2052","NCI-H226","NCI-H2369","NCI-H2373","NCI-H2452","NCI-H2461","NCI-H2591","NCI-H2595","NCI-H2722","NCI-H2731","NCI-H2795","NCI-H28","NCI-H2803","NCI-H2804","NCI-H2810","NCI-H2818","NCI-H2869","NCI-H290"
"4170","CRIP2","4.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","3.0","1.0","3.0","4.0","2.0","2.0","2.0","1.0","2.0","3.0","2.0","1.0","3.0"
"4171","CRIP3","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"4172","CRIPAK","3.0","2.0","4.0","3.0","2.0","3.0","1.0","4.0","3.0","2.0","3.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","3.0"
"4173","CRIPT","4.0","2.0","4.0","6.0","2.0","3.0","2.0","4.0","5.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","3.0","2.0","4.0"
"4174","CRISP1","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"4175","CRISP2","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"4176","CRISP3","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"4177","CRISPLD1","4.0","3.0","3.0","5.0","2.0","4.0","2.0","3.0","6.0","2.0","2.0","4.0","3.0","3.0","3.0","1.0","4.0","4.0","3.0","2.0","4.0"
"4178","CRISPLD2","4.0","2.0","2.0","4.0","2.0","3.0","2.0","4.0","4.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","4.0","3.0","4.0","1.0","3.0"
"4179","CRK","3.0","2.0","4.0","3.0","2.0","2.0","2.0","5.0","4.0","1.0","3.0","4.0","2.0","2.0","3.0","2.0","4.0","3.0","3.0","2.0","4.0"
"4180","CRKL","1.0","2.0","3.0","4.0","1.0","3.0","1.0","4.0","3.0","1.0","3.0","2.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","9.0"
"4181","CRLF1","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","1.0","3.0","4.0","3.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4182","CRLF2","3.0","4.0","4.0","4.0","2.0","4.0","1.0","3.0","4.0","2.0","3.0","3.0","1.0","2.0","4.0","1.0","4.0","3.0","4.0","1.0","3.0"
"4183","CRLF3","4.0","2.0","4.0","4.0","2.0","2.0","2.0","3.0","4.0","2.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"4184","CRLS1","4.0","2.0","3.0","5.0","1.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4185","CRMP1","3.0","2.0","4.0","3.0","2.0","3.0","1.0","4.0","3.0","2.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","1.0","3.0"
"4186","CRNDE","3.0","2.0","6.0","4.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","4.0","3.0","4.0","1.0","4.0"
"4187","CRNKL1","4.0","3.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4188","CRNN","4.0","3.0","3.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"4189","CROCC","2.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","2.0"
"4190","CROCCP1","4.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4191","CROCCP2","1.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","3.0","1.0","3.0","2.0","2.0","1.0","4.0","2.0","3.0","3.0","4.0","1.0","2.0"
"4192","CROCCP3","2.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","3.0","1.0","3.0","2.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","2.0"
"4193","CROT","4.0","2.0","4.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","5.0","4.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"4194","CRP","2.0","3.0","3.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"4195","CRTAC1","3.0","2.0","2.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","1.0","4.0","2.0","2.0","3.0","4.0","2.0","3.0"
"4196","CRTAM","3.0","1.0","3.0","5.0","2.0","3.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","1.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"4197","CRTAP","4.0","3.0","3.0","4.0","2.0","3.0","1.0","6.0","3.0","2.0","2.0","4.0","3.0","2.0","5.0","2.0","2.0","4.0","4.0","1.0","2.0"
"4198","CRTC1","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","1.0","3.0","4.0","3.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4199","CRTC2","4.0","3.0","3.0","3.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"4200","CRTC3","3.0","2.0","3.0","3.0","3.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4201","CRX","4.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","4.0","2.0","3.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"4202","CRY1","3.0","2.0","4.0","4.0","2.0","6.0","2.0","4.0","7.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"4203","CRY2","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"4204","CRYAA","3.0","2.0","3.0","4.0","2.0","3.0","2.0","4.0","3.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","2.0","2.0","4.0","2.0","3.0"
"4205","CRYAB","3.0","1.0","3.0","5.0","2.0","4.0","1.0","4.0","4.0","2.0","3.0","4.0","2.0","1.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"4206","CRYBA1","4.0","2.0","4.0","4.0","2.0","2.0","2.0","3.0","4.0","2.0","5.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"4207","CRYBA2","4.0","1.0","4.0","4.0","2.0","3.0","2.0","2.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4208","CRYBA4","2.0","2.0","3.0","4.0","1.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","1.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4209","CRYBB1","2.0","2.0","3.0","4.0","1.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","1.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4210","CRYBB2","2.0","2.0","3.0","4.0","1.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4211","CRYBB2P1","2.0","2.0","3.0","4.0","1.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4212","CRYBB3","2.0","2.0","3.0","4.0","1.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4213","CRYBG1","3.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","5.0","1.0","4.0","3.0","4.0","1.0","4.0","2.0","2.0","4.0","2.0","2.0","2.0"
"4214","CRYBG2","3.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","3.0","1.0","3.0","2.0","2.0","1.0","2.0","2.0","3.0","3.0","4.0","1.0","3.0"
"4215","CRYBG3","4.0","2.0","3.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","1.0","3.0"
"4216","CRYGA","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","5.0","2.0","3.0","3.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4217","CRYGB","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","5.0","2.0","3.0","3.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4218","CRYGC","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","5.0","2.0","3.0","3.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4219","CRYGD","4.0","1.0","4.0","4.0","1.0","3.0","2.0","2.0","5.0","2.0","3.0","3.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4220","CRYGN","4.0","2.0","4.0","2.0","2.0","2.0","2.0","4.0","5.0","2.0","4.0","4.0","3.0","1.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"4221","CRYGS","4.0","2.0","4.0","4.0","2.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","1.0","3.0"
"4222","CRYL1","4.0","2.0","2.0","3.0","1.0","2.0","1.0","4.0","4.0","1.0","3.0","2.0","1.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0"
"4223","CRYM","3.0","2.0","3.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","4.0","3.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"4224","CRYM-AS1","3.0","2.0","3.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","4.0","3.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","3.0"
"4225","CRYZ","3.0","2.0","4.0","3.0","2.0","4.0","2.0","2.0","4.0","1.0","4.0","5.0","2.0","2.0","5.0","2.0","3.0","3.0","4.0","1.0","2.0"
"4226","CRYZL1","3.0","3.0","3.0","4.0","2.0","3.0","2.0","4.0","3.0","2.0","4.0","4.0","3.0","2.0","4.0","2.0","2.0","4.0","4.0","2.0","3.0"
"4227","CS","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"4228","CSAD","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","4.0"
"4229","CSAG1","4.0","2.0","2.0","3.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","3.0","1.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4230","CSAG2","4.0","2.0","2.0","3.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","3.0","1.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4231","CSAG3","4.0","2.0","2.0","3.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","3.0","1.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4232","CSAG4","4.0","2.0","2.0","3.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","3.0","1.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4233","CSDC2","2.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","3.0","1.0","4.0","2.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4234","CSDE1","3.0","4.0","4.0","3.0","2.0","2.0","2.0","2.0","4.0","1.0","3.0","5.0","2.0","2.0","5.0","1.0","2.0","3.0","4.0","1.0","3.0"
"4235","CSE1L","4.0","4.0","3.0","6.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"4236","CSF1","3.0","4.0","4.0","3.0","2.0","2.0","3.0","2.0","4.0","1.0","3.0","5.0","2.0","2.0","4.0","1.0","3.0","3.0","4.0","1.0","3.0"
"4237","CSF1R","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","3.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","3.0"
"4238","CSF2","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","2.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","3.0"
"4239","CSF2RA","3.0","4.0","4.0","4.0","2.0","4.0","1.0","3.0","4.0","2.0","3.0","3.0","1.0","2.0","4.0","1.0","4.0","3.0","4.0","1.0","3.0"
"4240","CSF2RB","2.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","1.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4241","CSF2RBP1","2.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","1.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4242","CSF3","4.0","2.0","4.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","4.0","4.0","3.0","3.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"4243","CSF3R","3.0","2.0","3.0","3.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"4244","CSGALNACT1","3.0","3.0","3.0","3.0","2.0","4.0","2.0","2.0","6.0","2.0","2.0","4.0","3.0","2.0","3.0","1.0","3.0","2.0","3.0","1.0","4.0"
"4245","CSGALNACT2","2.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4246","CSH1","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","3.0","3.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0"
"4247","CSH2","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","3.0","3.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0"
"4248","CSK","3.0","2.0","3.0","3.0","3.0","4.0","2.0","4.0","5.0","3.0","3.0","4.0","2.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4249","CSKMT","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"4250","CSMD1","3.0","3.0","3.0","3.0","2.0","4.0","2.0","2.0","3.0","2.0","2.0","4.0","3.0","2.0","3.0","1.0","4.0","2.0","3.0","1.0","4.0"
"4251","CSMD2","3.0","2.0","3.0","3.0","2.0","4.0","1.0","4.0","4.0","2.0","4.0","5.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","1.0","3.0"
"4252","CSMD3","4.0","3.0","3.0","7.0","2.0","4.0","2.0","3.0","6.0","2.0","4.0","4.0","3.0","3.0","3.0","1.0","6.0","4.0","3.0","2.0","4.0"
"4253","CSN1S1","3.0","2.0","4.0","4.0","2.0","4.0","1.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","3.0"
"4254","CSN1S2AP","3.0","2.0","4.0","4.0","2.0","4.0","1.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","3.0"
"4255","CSN2","3.0","2.0","4.0","4.0","2.0","4.0","1.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","3.0"
"4256","CSN3","3.0","2.0","4.0","4.0","2.0","4.0","1.0","2.0","3.0","2.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","1.0","3.0"
"4257","CSNK1A1","4.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","3.0","2.0","5.0","2.0","4.0","4.0","4.0","2.0","2.0"
"4258","CSNK1A1L","2.0","2.0","3.0","3.0","1.0","2.0","1.0","4.0","5.0","1.0","3.0","3.0","3.0","2.0","4.0","2.0","3.0","2.0","2.0","2.0","2.0"
"4259","CSNK1A1P3","3.0","2.0","4.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"4260","CSNK1D","4.0","2.0","4.0","4.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","3.0","3.0","5.0","2.0","4.0","3.0","4.0","2.0","4.0"
"4261","CSNK1E","2.0","2.0","2.0","3.0","1.0","3.0","1.0","2.0","3.0","1.0","2.0","2.0","2.0","2.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4262","CSNK1G1","3.0","2.0","3.0","3.0","3.0","4.0","2.0","4.0","5.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4263","CSNK1G2","4.0","2.0","3.0","3.0","2.0","2.0","2.0","4.0","4.0","1.0","2.0","4.0","3.0","1.0","3.0","2.0","2.0","3.0","4.0","2.0","3.0"
"4264","CSNK1G2-AS1","4.0","2.0","3.0","3.0","2.0","2.0","2.0","4.0","4.0","1.0","2.0","4.0","3.0","1.0","3.0","2.0","2.0","3.0","4.0","2.0","3.0"
"4265","CSNK1G3","4.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","6.0","2.0","4.0","4.0","3.0","2.0","6.0","2.0","4.0","4.0","4.0","2.0","4.0"
"4266","CSNK2A1","4.0","2.0","3.0","5.0","1.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4267","CSNK2A2","3.0","2.0","6.0","4.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","4.0","3.0","4.0","1.0","4.0"
"4268","CSNK2A3","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","4.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"4269","CSNK2B","4.0","3.0","3.0","3.0","2.0","4.0","2.0","4.0","5.0","2.0","4.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","3.0"
"4270","CSPG4","3.0","2.0","3.0","3.0","3.0","4.0","2.0","4.0","5.0","3.0","3.0","4.0","2.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4271","CSPG4P1Y","1.0","7.0","11.0","2.0","7.0","14.0","1.0","14.0","14.0","9.0","0.0","13.0","2.0","12.0","14.0","7.0","12.0","0.0","14.0","0.0","10.0"
"4272","CSPG4P2Y","6.0","14.0","11.0","2.0","7.0","14.0","2.0","14.0","14.0","9.0","3.0","13.0","4.0","7.0","14.0","7.0","12.0","0.0","14.0","0.0","7.0"
"4273","CSPG4P3Y","6.0","14.0","11.0","2.0","7.0","14.0","2.0","14.0","14.0","9.0","3.0","13.0","4.0","7.0","14.0","7.0","12.0","0.0","14.0","0.0","7.0"
"4274","CSPG4P4Y","1.0","7.0","11.0","2.0","7.0","14.0","1.0","14.0","14.0","9.0","0.0","13.0","2.0","12.0","14.0","7.0","12.0","0.0","14.0","0.0","10.0"
"4275","CSPG4P5","3.0","2.0","3.0","4.0","3.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4276","CSPG5","2.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","2.0","1.0","1.0","5.0","2.0","2.0","3.0","4.0","1.0","2.0"
"4277","CSPP1","4.0","3.0","3.0","5.0","2.0","4.0","2.0","2.0","6.0","2.0","2.0","4.0","3.0","2.0","3.0","1.0","4.0","4.0","3.0","1.0","4.0"
"4278","CSRNP1","4.0","3.0","3.0","4.0","2.0","3.0","1.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","5.0","2.0","2.0","4.0","4.0","1.0","2.0"
"4279","CSRNP2","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","4.0","3.0","2.0","4.0","1.0","4.0","3.0","4.0","2.0","4.0"
"4280","CSRNP3","4.0","2.0","4.0","4.0","2.0","3.0","2.0","3.0","5.0","2.0","3.0","4.0","3.0","2.0","5.0","2.0","3.0","3.0","4.0","2.0","2.0"
"4281","CSRP1","4.0","3.0","3.0","3.0","2.0","4.0","2.0","3.0","6.0","2.0","3.0","4.0","2.0","2.0","5.0","2.0","5.0","3.0","4.0","3.0","4.0"
"4282","CSRP2","3.0","2.0","4.0","4.0","3.0","4.0","2.0","4.0","6.0","2.0","3.0","5.0","3.0","2.0","4.0","2.0","4.0","3.0","4.0","2.0","4.0"
"4283","CSRP3","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"4284","CST1","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4285","CST2","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4286","CST3","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4287","CST4","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4288","CST5","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4289","CST6","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","2.0","3.0"
"4290","CST7","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4291","CST8","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4292","CST9","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4293","CST9L","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4294","CST9LP1","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4295","CST11","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4296","CSTA","4.0","2.0","4.0","4.0","1.0","3.0","2.0","4.0","5.0","1.0","4.0","4.0","3.0","2.0","4.0","2.0","4.0","2.0","4.0","1.0","3.0"
"4297","CSTB","3.0","2.0","3.0","4.0","2.0","3.0","2.0","4.0","3.0","2.0","3.0","4.0","3.0","2.0","4.0","2.0","2.0","2.0","4.0","2.0","3.0"
"4298","CSTF1","4.0","4.0","3.0","6.0","2.0","4.0","2.0","4.0","6.0","2.0","5.0","4.0","4.0","2.0","4.0","2.0","4.0","4.0","4.0","2.0","4.0"
"4299","CSTF2","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4300","CSTF2T","2.0","2.0","3.0","4.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","5.0","2.0","2.0","4.0","2.0","3.0","3.0","4.0","2.0","3.0"
"4301","CSTF3","3.0","2.0","3.0","5.0","2.0","4.0","2.0","4.0","4.0","2.0","2.0","4.0","2.0","2.0","3.0","2.0","3.0","4.0","4.0","1.0","3.0"
"4302","CSTL1","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4303","CSTP1","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4304","CSTP2","4.0","2.0","3.0","6.0","2.0","3.0","2.0","4.0","6.0","2.0","3.0","4.0","2.0","2.0","3.0","1.0","4.0","3.0","4.0","2.0","3.0"
"4305","CT45A1","4.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4306","CT45A2","4.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4307","CT45A3","4.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4308","CT45A5","4.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4309","CT45A6","4.0","2.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","2.0","1.0","4.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4310","CT47A1","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4311","CT47A2","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4312","CT47A3","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4313","CT47A4","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
"4314","CT47A5","4.0","1.0","2.0","2.0","1.0","2.0","1.0","2.0","2.0","1.0","2.0","2.0","1.0","1.0","2.0","1.0","2.0","2.0","2.0","1.0","2.0"
